,FTR,season_period,xg1_5g_avg,xg2_5g_avg,gd_5g_avg,elo_diff,game1_D,game1_H,game2_D,game2_H,game3_D,game3_H,game4_D,game4_H,game5_D,game5_H
79,1,1,1.8240000000000003,1.3239999999999998,0.2,-280.45019531,0,1,0,0,1,0,0,1,1,0
471,0,1,1.8579999999999999,0.8659999999999999,1.2,20.18078614000001,0,1,1,0,1,0,0,1,0,1
315,1,1,2.098,1.5219999999999998,1.6,-154.8883056699999,0,1,1,0,1,0,0,1,0,1
28,0,1,0.89,1.8619999999999997,-1.0,-12.602905279999732,0,0,0,0,0,0,1,0,1,0
524,2,1,1.494,0.794,1.0,51.52331542999991,1,0,0,1,0,1,1,0,1,0
845,0,1,2.298,1.03,2.0,272.5251464800001,0,1,0,1,0,1,1,0,0,1
265,2,1,1.234,1.4899999999999998,-0.6,35.674560550000024,1,0,0,0,1,0,1,0,0,0
609,0,1,0.8879999999999999,1.39,0.4,-17.64660644999981,1,0,0,0,0,1,0,1,0,1
642,0,1,2.864,0.61,2.0,370.05993652999996,0,1,1,0,0,1,0,1,0,1
694,0,1,1.466,0.9620000000000001,0.8,35.4091796900002,0,1,0,0,1,0,0,1,0,1
878,0,1,1.9300000000000002,0.982,0.4,-186.1907959,0,1,1,0,0,0,0,1,0,1
198,0,1,2.5220000000000002,0.5280000000000001,3.0,122.80773926000006,0,1,0,1,0,1,0,1,0,1
80,1,1,1.5939999999999999,1.486,-0.2,-249.54382324000017,0,0,1,0,0,1,1,0,0,0
420,0,1,1.9420000000000002,0.8440000000000001,1.4,217.06372069999998,0,1,0,1,1,0,0,0,0,1
132,0,1,1.2000000000000002,1.888,0.2,41.119018549999964,1,0,0,0,1,0,0,1,0,1
944,2,1,1.076,1.262,-0.6,-93.2629394600001,1,0,1,0,0,0,0,0,0,1
472,0,1,1.89,1.08,1.2,-11.151000970000041,1,0,1,0,0,1,0,1,0,1
911,0,1,1.16,1.268,0.0,-25.892944340000213,0,0,1,0,1,0,1,0,0,1
746,1,1,1.264,0.784,0.0,-118.33435058999999,1,0,1,0,0,1,0,0,0,0
792,1,1,1.418,0.976,0.4,-32.127929689999974,0,0,0,1,1,0,1,0,0,1
316,0,1,1.9899999999999998,1.7939999999999998,0.8,165.0942382799999,1,0,1,0,0,1,0,1,0,0
368,1,1,1.7759999999999998,1.624,0.6,-246.95031738000012,1,0,0,1,0,1,0,1,1,0
576,1,1,0.96,1.2600000000000002,0.6,-358.6774902300001,0,1,0,0,0,1,1,0,1,0
369,0,1,1.3880000000000001,1.8059999999999998,0.0,77.96911621000004,0,1,0,1,0,1,1,0,0,0
945,1,1,1.0260000000000002,0.968,-0.6,-77.70581055000002,1,0,0,0,0,0,0,1,1,0
846,0,1,2.0999999999999996,1.012,1.4,262.55432128999996,0,1,0,1,1,0,0,1,0,1
577,1,1,0.6799999999999999,1.1380000000000001,-0.2,-59.98449707000009,0,0,0,1,1,0,1,0,0,0
879,1,1,1.8539999999999999,0.9940000000000001,0.4,-99.24060059000021,1,0,0,0,0,1,0,1,0,1
81,1,1,1.456,1.358,-0.2,-257.2102050799999,1,0,0,1,1,0,0,0,0,0
133,1,1,1.4680000000000002,1.508,0.6,-296.4375,0,0,1,0,0,1,0,1,0,1
473,0,1,1.6780000000000002,1.108,1.4,235.0045166,1,0,0,1,0,1,0,1,0,1
912,0,1,1.412,0.89,0.8,95.43762207000009,1,0,1,0,1,0,0,1,0,1
695,2,1,1.4460000000000002,0.892,0.8,-33.673706060000086,0,0,1,0,0,1,0,1,0,1
747,1,1,1.128,1.076,-0.6,-112.32995606000009,1,0,0,1,0,0,0,0,0,0
793,0,1,1.124,0.8320000000000001,0.0,-14.689086919999909,0,1,1,0,1,0,0,1,0,0
317,0,2,2.12,1.61,1.4,200.9932861299999,1,0,0,1,0,1,0,0,0,1
421,1,2,2.294,0.9799999999999999,1.2,-69.7231445299999,0,1,1,0,0,0,0,1,0,1
370,2,2,1.188,1.8800000000000001,0.0,24.23205566999991,0,1,0,1,1,0,0,0,0,1
880,2,2,1.702,0.892,0.0,72.87341309000021,0,0,0,1,0,1,0,1,0,0
134,2,2,1.4,1.584,0.6,-237.4766845700001,1,0,0,1,0,1,0,1,0,0
525,1,2,1.6219999999999999,0.72,1.0,87.12536621000027,0,1,0,1,1,0,1,0,1,0
199,1,2,2.448,0.49400000000000005,2.4,86.15148925999983,0,1,0,1,0,1,0,1,0,1
578,1,2,0.76,1.5,-0.2,-321.2003173799999,0,1,1,0,1,0,0,0,0,0
696,1,2,1.344,1.064,1.0,-65.68994139999995,1,0,0,1,0,1,0,1,1,0
748,2,2,0.93,1.128,-0.8,-73.890625,0,1,0,0,0,0,0,0,0,0
318,0,2,2.5200000000000005,1.1019999999999999,2.0,200.00964355999986,0,1,0,1,0,0,0,1,0,1
422,2,2,1.9060000000000001,1.282,-0.2,199.9737548799999,1,0,0,0,0,1,0,1,0,0
29,0,2,1.362,1.486,-0.2,-17.15893554000013,0,0,0,0,1,0,1,0,0,1
82,0,2,1.54,1.472,-0.4,32.95336913999995,0,1,1,0,0,0,0,0,0,0
946,0,2,1.082,1.27,-1.0,-78.20800781000003,0,0,0,0,0,1,1,0,0,0
847,0,2,1.936,0.932,2.2,263.79101562000005,0,1,1,0,0,1,0,1,0,1
266,1,2,0.99,1.384,-0.6,-205.5252685500002,0,0,1,0,1,0,0,0,1,0
610,2,2,1.208,1.23,1.0,-46.3588867200001,0,0,0,1,0,1,0,1,0,1
643,1,2,2.562,0.4779999999999999,1.8,-18.45776366999985,1,0,0,1,0,1,0,1,0,1
474,1,2,1.7399999999999998,0.99,1.8,326.2019043,0,1,0,1,0,1,0,1,0,1
913,0,2,1.842,0.806,1.0,-176.13488770000004,1,0,1,0,0,1,0,1,0,1
794,2,2,1.192,0.788,0.4,38.883789060000026,1,0,1,0,0,1,0,0,0,1
881,2,2,1.8439999999999999,0.89,0.8,-315.3304443300001,0,1,0,1,0,1,0,0,1,0
371,1,2,1.466,1.8699999999999997,-0.2,-220.6639404299999,0,1,1,0,0,0,0,1,1,0
30,1,2,1.3679999999999999,1.5739999999999998,0.2,-126.0620117200001,0,0,1,0,1,0,0,1,0,1
526,2,2,1.582,0.732,0.2,91.50598145000004,0,1,1,0,1,0,1,0,0,0
697,2,2,1.1540000000000001,1.094,0.8,-35.302734369999826,0,1,0,1,0,1,1,0,0,0
749,2,2,0.93,1.166,-1.2,-343.05859375,0,0,0,0,0,0,0,0,1,0
319,0,2,2.246,1.4739999999999998,1.6,179.68212890999985,0,1,0,0,0,1,0,1,0,1
200,0,2,2.482,0.546,1.8,320.08032226,0,1,0,1,0,1,0,1,0,0
579,2,2,0.836,1.7240000000000002,-0.8,-95.66333008000015,1,0,1,0,0,0,0,0,0,0
135,0,2,1.3359999999999999,1.482,0.6,21.985351560000026,0,1,0,1,0,1,0,0,1,0
31,2,2,1.296,1.7899999999999998,0.2,92.66796875,1,0,1,0,0,1,0,1,0,0
83,0,2,1.6320000000000001,1.5979999999999999,-0.4,-60.23583984000015,1,0,0,0,0,0,0,0,0,1
947,1,2,1.15,1.1720000000000002,-0.2,-143.07434081999986,0,0,0,1,1,0,0,0,0,1
848,2,2,2.2439999999999998,0.852,2.6,322.58666992999997,1,0,0,1,0,1,0,1,0,1
914,1,2,1.6620000000000001,0.992,1.2,68.34643555000002,1,0,0,1,0,1,0,1,0,1
267,0,2,1.1640000000000001,1.2959999999999998,-0.6,-27.689208979999876,1,0,1,0,0,0,1,0,0,0
611,1,2,1.434,1.182,1.4,-203.29553222999994,0,1,0,1,0,1,0,1,1,0
475,0,2,1.5379999999999998,0.804,1.0,61.76477050000017,0,1,0,1,0,1,0,1,0,0
795,1,2,1.1320000000000001,0.95,0.4,-328.72167969,1,0,0,1,0,0,0,1,1,0
644,0,2,2.312,0.9579999999999999,1.4,300.0513916,0,1,0,1,0,1,0,1,0,0
882,0,2,1.7119999999999997,1.096,0.4,-277.02478027000006,0,1,0,1,0,0,1,0,1,0
372,0,2,1.376,1.996,-0.8,11.547241210000038,1,0,0,0,0,1,1,0,0,0
136,2,2,1.18,1.052,0.6,70.78503417999991,0,1,0,1,0,0,1,0,0,1
527,1,2,1.3980000000000001,0.676,-0.2,58.28564453000013,1,0,1,0,1,0,0,0,1,0
580,1,2,0.7420000000000001,1.8259999999999998,-0.8,-49.928588869999885,1,0,0,0,0,0,0,0,1,0
698,0,2,0.844,1.0619999999999998,0.2,-39.28576661000011,0,1,0,1,1,0,0,0,1,0
750,0,2,1.04,1.3,-1.0,-310.3203125,0,0,0,0,0,0,1,0,1,0
320,0,2,2.122,1.414,1.4,115.54772948999994,0,0,0,1,0,1,0,1,0,1
423,0,2,2.2039999999999997,1.056,-0.2,-73.87756347999971,0,0,0,1,0,1,0,0,1,0
201,2,2,2.6060000000000003,0.392,2.4,425.34240722999994,0,1,0,1,0,1,0,0,0,1
612,1,2,1.482,1.0379999999999998,1.0,-7.894653320000089,0,1,0,1,0,1,1,0,0,0
424,2,2,2.066,0.9,0.6,302.60192871000004,0,1,0,1,0,0,1,0,0,1
528,0,2,1.136,0.8379999999999999,-0.6,-147.67712402999996,1,0,1,0,0,0,1,0,0,0
202,0,2,2.162,0.47800000000000004,1.8,332.93481445999987,0,1,0,1,0,0,0,1,1,0
645,0,2,1.7440000000000002,1.228,1.0,258.5151367100002,0,1,0,1,0,1,0,0,0,1
796,2,2,0.966,1.23,-0.2,-228.95544432999986,0,1,0,0,0,1,1,0,0,0
32,1,2,1.3900000000000001,1.3820000000000001,0.2,36.921508789999734,1,0,0,1,0,1,0,0,1,0
84,0,2,1.498,1.56,0.6,57.00561524,0,0,0,0,0,0,0,1,0,1
948,1,2,1.1620000000000004,0.9780000000000001,0.0,-248.21069336000005,0,1,1,0,0,0,0,1,0,0
849,0,2,2.416,0.4800000000000001,2.6,286.7517089900002,0,1,0,1,0,1,0,1,1,0
476,0,2,1.454,0.892,0.8,254.9426269500002,0,1,0,1,0,1,0,0,0,1
915,0,2,1.544,0.9440000000000002,1.0,-207.35644531000003,0,1,0,1,0,1,0,1,0,0
268,1,2,1.2599999999999998,1.1960000000000002,-0.4,-316.2615966799999,1,0,0,0,1,0,0,0,0,1
613,1,2,1.096,1.184,0.4,10.1879882799999,0,1,0,1,1,0,0,0,0,0
646,0,2,1.6039999999999999,1.2920000000000003,0.8,212.91552733999993,0,1,0,1,0,0,0,1,0,1
797,0,2,0.8019999999999999,1.224,-0.6,-47.268310550000024,0,0,0,1,1,0,0,0,1,0
477,0,0,1.2799999999999998,0.658,0.8,187.67712402000006,0,1,0,1,0,0,0,1,0,1
373,0,0,1.442,1.5699999999999998,-0.6,97.08850097999994,0,0,0,1,1,0,0,0,0,1
949,1,0,0.966,1.2420000000000002,-0.8,-270.1972656199998,1,0,0,0,0,1,0,0,0,0
916,1,0,1.8439999999999999,0.86,1.4,-244.07531738000012,0,1,0,1,0,1,0,0,0,1
699,0,0,1.4180000000000001,1.076,0.2,-6.596313479999935,0,1,1,0,0,0,1,0,0,1
321,1,0,2.344,1.116,3.0,-152.24938965,0,1,0,1,0,1,0,1,0,1
850,0,0,2.512,0.42400000000000004,2.8,244.35083008000015,0,1,0,1,0,1,1,0,0,1
269,2,0,1.1179999999999999,1.17,-0.6,-39.43005371999993,0,0,1,0,0,0,0,1,0,0
425,0,0,2.064,0.9259999999999999,0.0,28.484619140000177,0,1,0,0,1,0,0,1,1,0
137,0,0,0.968,0.826,0.2,45.81213378999996,0,1,0,0,1,0,0,1,1,0
529,0,0,1.34,1.158,-0.2,100.44372558999999,1,0,0,0,1,0,0,0,0,1
647,0,0,1.4,1.438,0.8,296.61901855999986,0,1,0,0,0,1,0,1,0,1
798,1,0,0.884,1.318,0.4,-9.519042969999873,0,1,1,0,0,0,1,0,0,1
883,0,0,1.33,1.124,0.0,-264.1053466799999,0,1,0,0,1,0,1,0,0,1
33,1,0,1.3820000000000001,1.5100000000000002,0.0,66.39587402000006,0,1,0,1,0,0,1,0,0,0
203,0,0,2.016,0.6900000000000001,1.4,421.81823729999996,0,1,0,0,0,1,1,0,0,1
85,1,0,1.8780000000000001,1.196,1.2,-217.04772949000017,0,0,0,0,0,1,0,1,0,1
322,0,0,2.032,1.1800000000000002,2.0,148.42687988000012,0,1,0,1,0,1,0,1,0,0
374,2,0,1.6380000000000003,1.144,0.4,-15.260620120000112,0,1,1,0,0,0,0,1,0,1
950,2,0,0.74,1.6740000000000002,-1.4,-12.048706049999964,0,0,0,1,0,0,0,0,0,0
851,0,0,2.9139999999999997,0.43200000000000005,3.2,290.9871826200001,0,1,0,1,1,0,0,1,0,1
270,1,0,1.0999999999999999,0.9960000000000001,-0.2,-53.16943360000005,1,0,0,0,0,1,0,0,1,0
917,1,0,1.768,1.172,0.6,-182.91381836000005,0,1,0,1,0,0,0,1,0,0
700,0,0,1.4860000000000002,0.93,0.4,-46.63586426000006,1,0,0,0,1,0,0,1,0,1
478,1,0,1.3800000000000001,0.8300000000000001,0.8,-46.29833985000005,0,1,0,0,0,1,0,1,0,1
884,2,0,1.3679999999999999,1.256,0.0,3.931884769999897,0,0,1,0,1,0,0,1,0,1
426,0,0,1.7079999999999997,1.176,0.0,166.86694336000005,0,0,1,0,0,1,1,0,0,1
86,1,0,1.828,1.434,1.0,52.141967770000065,0,0,0,1,0,1,0,1,0,0
138,2,0,1.0059999999999998,1.108,0.0,147.34606933999999,0,0,1,0,0,1,1,0,0,1
530,1,0,0.8960000000000002,1.056,0.2,-220.46789551000006,0,0,1,0,0,0,0,1,0,1
204,0,0,2.694,0.8160000000000001,2.2,316.08996581999986,0,0,0,1,1,0,0,1,0,1
799,1,0,0.8160000000000001,1.556,-0.4,60.41418457000009,1,0,0,0,1,0,0,1,0,0
34,1,0,1.026,1.482,-0.6,-204.25891114,0,1,0,0,1,0,0,0,0,0
701,0,0,1.556,0.694,0.6,-276.04321288999995,0,0,1,0,0,1,0,1,0,1
375,0,0,2.0300000000000002,1.054,0.2,-21.650512700000036,1,0,0,0,0,1,0,1,1,0
427,0,0,1.7399999999999998,1.072,0.8,288.99279785,1,0,0,1,1,0,0,1,0,1
951,1,0,0.716,1.3,-1.0,-111.74694824000017,0,1,0,0,0,0,0,0,1,0
205,0,0,2.5800000000000005,0.6739999999999999,2.6,345.03808593999975,0,1,1,0,0,1,0,1,0,1
918,1,0,1.272,1.4380000000000002,0.2,-157.84106445999987,0,1,0,0,0,1,0,0,0,0
648,1,0,1.654,1.6720000000000002,0.8,-10.846435539999902,0,0,0,1,0,1,0,1,0,1
702,1,0,1.464,0.6599999999999999,1.0,-193.69494628000007,1,0,0,1,0,1,0,1,0,1
139,1,0,1.0,0.898,0.4,54.8666992200001,1,0,0,1,1,0,0,1,1,0
271,2,0,0.986,1.006,-0.4,21.4580078099998,0,0,0,1,0,0,1,0,0,0
885,1,0,1.6279999999999997,1.344,0.4,-267.54772948999994,1,0,1,0,0,1,0,1,1,0
35,0,0,1.0379999999999998,1.6800000000000002,-1.2,-51.60559082000009,0,0,1,0,0,0,0,0,0,0
87,2,0,1.7719999999999998,1.6480000000000001,0.8,28.0078125,0,1,0,1,0,1,0,0,0,0
531,0,0,0.8859999999999999,1.2879999999999998,0.2,138.7426757899998,1,0,0,0,0,1,0,1,0,0
852,0,0,2.9019999999999997,0.4880000000000001,2.4,294.75476073999994,0,1,1,0,0,1,0,1,0,1
479,2,0,1.256,1.112,-0.2,265.92321777000006,0,0,0,1,0,1,0,1,0,0
323,0,0,1.702,1.35,1.8,140.3148193400002,0,1,0,1,0,1,0,0,0,1
800,2,0,0.852,1.5539999999999998,-0.6,-205.85266114,0,0,1,0,0,1,0,0,0,0
324,0,0,1.564,1.028,2.0,160.40637206999986,0,1,0,1,0,0,0,1,0,1
428,2,0,1.848,1.1720000000000002,1.4,-87.00256347000004,0,1,1,0,0,1,0,1,0,1
140,0,0,1.184,0.9640000000000001,0.0,48.92407226,0,1,1,0,0,1,1,0,0,0
952,1,0,0.728,1.3679999999999999,-1.4,-355.1326904299999,0,0,0,0,0,0,1,0,0,0
206,0,0,2.8300000000000005,0.698,2.2,336.47741699000017,1,0,0,1,0,1,0,1,0,1
919,1,0,1.19,1.3,-0.2,-43.38903809000021,0,0,0,1,0,0,0,0,0,0
801,0,0,0.96,1.468,0.0,-208.79675293000014,1,0,0,1,0,0,0,0,1,0
376,0,0,1.98,1.238,0.6,-2.2822265600000264,0,0,0,1,0,1,1,0,0,1
886,0,0,1.458,1.4940000000000002,0.2,-50.5380859400002,1,0,0,1,0,1,1,0,0,0
36,2,0,1.45,1.5240000000000002,-0.2,115.57373046999987,1,0,0,0,0,0,0,0,0,1
88,1,0,1.5419999999999998,1.446,0.6,40.88439941999991,0,1,0,1,0,0,0,0,1,0
532,1,0,1.1179999999999999,1.2719999999999998,0.6,23.740356439999914,0,0,0,1,0,1,0,0,0,1
480,0,0,1.208,1.182,0.0,207.63403320999987,0,1,0,1,0,1,0,0,1,0
649,0,0,1.7280000000000002,1.5879999999999999,1.0,343.6551513699999,0,1,0,1,0,1,0,1,0,0
703,1,0,1.514,0.944,0.8,-18.871704109999882,0,1,0,1,0,1,0,1,0,0
853,2,0,2.7659999999999996,0.438,2.4,-33.248046869999826,1,0,0,1,0,1,0,1,0,1
272,1,0,1.1640000000000001,1.232,-0.2,-223.9614257799999,0,1,0,0,1,0,0,0,1,0
377,2,0,2.1320000000000006,1.0399999999999998,1.2,69.05407715000001,0,1,0,1,1,0,0,1,0,1
429,2,0,2.066,1.468,1.2,16.4296875,1,0,0,1,0,1,0,1,1,0
953,1,0,0.724,1.6060000000000003,-1.4,-387.2120361299999,0,0,0,0,1,0,0,0,0,0
207,0,0,3.258,0.654,2.6,316.14587402999996,0,1,0,1,0,1,0,1,0,1
920,1,0,0.898,1.47,-0.4,3.774414070000148,0,1,0,0,0,0,0,0,0,0
802,1,0,1.0859999999999999,1.448,0.4,-226.42126465,0,1,0,0,0,0,1,0,0,1
141,0,0,1.444,0.962,0.4,36.67980956999986,1,0,0,1,1,0,0,0,0,1
325,0,0,1.494,1.314,1.8,144.63378906000025,0,1,0,0,0,1,0,1,0,1
887,0,0,1.4599999999999997,1.482,0.4,18.011474609999823,0,1,0,1,1,0,0,0,0,1
533,2,0,1.262,1.258,0.8,27.750610359999882,0,1,0,1,0,0,0,1,0,0
854,0,0,2.3999999999999995,0.5,2.4,377.98181152000006,0,1,0,1,0,1,0,1,1,0
273,2,0,1.17,1.73,-1.0,3.6722412100000383,0,0,1,0,0,0,1,0,0,0
704,0,0,1.06,1.484,-0.2,108.10302735000005,0,1,0,1,0,1,0,0,0,0
37,1,0,1.232,1.666,-0.2,-213.97070312000028,0,0,0,0,0,0,0,1,1,0
89,2,0,1.3199999999999998,1.4060000000000001,-0.6,-204.21691895000004,0,1,0,0,0,0,1,0,0,0
481,0,0,1.366,1.3800000000000001,0.0,142.76721191000001,0,1,0,1,0,0,1,0,0,1
650,1,0,1.802,1.496,0.8,-86.26367187999995,0,1,0,1,0,1,0,0,0,1
326,2,0,1.568,1.466,1.2,-90.71911621999993,0,0,0,1,0,1,0,1,0,1
378,1,0,2.0420000000000003,0.942,1.0,-143.05700683999999,0,1,1,0,0,1,0,1,1,0
996,1,0,1.178,1.552,-1.0,-130.9565429700001,1,0,0,0,0,0,0,0,0,1
142,0,0,1.672,1.0579999999999998,0.8,49.23120117000008,0,1,1,0,0,0,0,1,0,1
921,0,0,0.834,1.3980000000000001,-1.2,-32.54772948999994,0,0,0,0,0,0,0,0,0,0
803,0,0,1.008,1.342,-0.2,24.67553711000005,0,0,0,0,1,0,0,1,0,0
982,1,0,1.476,0.962,0.2,-270.31970215,1,0,1,0,0,1,0,1,0,0
430,0,0,2.072,1.4899999999999998,1.2,221.08959961000005,0,1,0,1,0,1,1,0,1,0
208,0,0,3.9879999999999995,0.48599999999999993,3.2,360.43273926000006,0,1,0,1,0,1,0,1,0,1
954,0,0,0.6,1.364,-1.4,-45.791992189999974,0,0,1,0,0,0,0,0,0,0
997,0,0,1.14,1.7399999999999998,-1.2,-88.82580566000001,0,0,0,0,0,0,0,1,0,0
90,1,0,1.334,1.542,-1.0,-245.0307617200001,0,0,0,0,1,0,0,0,1,0
955,2,0,0.6559999999999999,1.008,-0.6,-128.51782227000012,1,0,0,0,0,0,0,0,0,1
534,2,0,1.288,1.222,0.4,62.07275389999995,0,1,0,0,0,1,0,0,1,0
922,0,0,0.7699999999999999,1.452,-0.8,-62.52905274,0,0,0,0,0,0,0,0,0,1
274,2,0,1.324,1.6320000000000001,-0.8,-27.470458979999876,1,0,0,0,1,0,0,0,1,0
327,2,0,1.786,1.394,1.6,228.71398926000006,0,1,0,1,0,1,0,1,1,0
431,2,0,2.04,1.068,1.4,173.46862793000014,0,1,0,1,1,0,1,0,0,1
855,0,0,2.1799999999999997,0.6140000000000001,2.2,339.64233399,0,1,0,1,0,1,1,0,0,1
209,0,0,3.594,0.7300000000000001,3.2,128.3804931699999,0,1,0,1,0,1,0,1,0,1
888,2,0,1.492,1.652,0.4,-59.86706542999991,0,1,1,0,0,0,0,1,0,1
143,0,0,1.7719999999999998,0.812,1.0,150.4375,1,0,0,0,0,1,0,1,0,1
968,0,0,1.098,1.432,-1.4,-50.00170899,0,0,0,1,1,0,0,0,0,0
482,2,0,1.786,1.5500000000000003,0.0,217.10327147999988,0,1,0,0,1,0,0,1,0,1
651,0,0,1.7439999999999998,1.764,0.4,24.983520510000062,0,1,0,1,0,0,0,1,0,0
705,1,0,1.0859999999999999,1.532,0.0,-263.1442871099998,0,1,0,1,0,0,0,0,0,1
804,1,0,1.282,1.172,0.4,-327.9741210899999,0,0,1,0,0,1,0,0,0,1
379,1,0,2.02,1.392,0.4,-146.09033203000013,1,0,0,1,0,1,1,0,0,0
983,1,0,1.8,1.202,0.0,73.53051757999992,1,0,0,1,0,1,0,0,0,0
38,1,0,1.024,1.9940000000000002,-0.8,-7.342773439999974,0,0,0,0,0,1,1,0,0,0
998,0,0,1.334,1.5939999999999999,-0.8,-47.53027342999985,0,0,0,0,0,1,0,0,0,1
91,0,1,1.408,1.338,-0.8,24.779296869999826,0,0,1,0,0,0,1,0,0,0
956,1,1,0.8300000000000001,1.178,-0.6,-67.1723632799999,0,0,0,0,0,0,0,1,1,0
535,0,1,1.54,1.1,0.0,42.95092774,0,0,0,1,0,0,1,0,1,0
210,0,1,3.4579999999999997,0.808,3.4,316.3157959,0,1,0,1,0,1,0,1,0,1
923,1,1,1.206,1.492,-0.4,-14.613403319999861,0,0,0,0,0,0,0,1,0,1
275,2,1,1.444,1.5539999999999998,-0.8,-240.33654785000022,0,0,1,0,0,0,1,0,1,0
328,0,1,1.6420000000000001,1.566,1.2,-63.107421869999826,0,1,0,1,0,1,1,0,1,0
432,0,1,2.0300000000000002,0.8960000000000001,1.0,285.47485351,0,1,1,0,1,0,0,1,1,0
856,0,1,1.8980000000000001,0.6460000000000001,1.8,203.27441406000003,0,1,0,1,1,0,0,1,0,1
380,0,1,1.598,1.578,0.2,126.4443359400002,0,1,0,1,1,0,0,0,0,0
889,0,1,1.3439999999999999,1.564,0.2,-20.716674810000086,1,0,0,0,0,1,0,1,1,0
706,1,1,0.998,1.7479999999999998,-0.8,-361.89746093999975,0,1,0,0,0,0,0,1,0,0
805,0,1,1.252,1.384,-0.2,118.61096191999991,1,0,0,1,0,0,0,1,0,0
39,1,1,1.0539999999999998,2.028,-0.6,-301.83837889999995,0,0,0,1,1,0,0,0,0,0
144,2,1,2.1399999999999997,0.8859999999999999,1.2,74.43005370999981,0,0,0,1,0,1,0,1,0,1
969,2,1,1.246,1.658,-0.8,-118.91394043000014,0,1,1,0,0,0,0,0,0,1
483,2,1,1.7899999999999998,1.4260000000000002,-0.2,-4.807128899999952,0,0,1,0,0,1,0,1,1,0
652,0,1,2.154,1.754,0.6,275.8505859400002,0,1,0,0,0,1,0,0,0,1
984,0,1,1.7080000000000002,0.9560000000000001,-0.4,-273.51684570999987,0,1,0,1,0,0,0,0,0,0
329,0,1,1.9240000000000002,1.6039999999999999,1.2,306.66186524,0,1,0,1,1,0,1,0,0,1
381,1,1,1.396,1.534,0.0,-237.54553222000004,0,1,1,0,0,0,0,0,0,1
40,0,1,1.092,1.982,-0.6,-35.29431152999996,0,1,1,0,0,0,0,0,0,0
999,0,1,1.528,1.1560000000000001,0.4,-59.93444823999994,0,0,0,1,0,0,0,1,0,1
433,0,1,1.964,0.7899999999999999,0.8,-147.53051757999992,1,0,1,0,0,1,1,0,0,1
536,1,1,1.6,1.052,0.6,-202.60144043000014,0,1,0,0,1,0,1,0,0,1
484,0,1,1.7439999999999998,1.4560000000000002,0.4,269.07824706999986,1,0,0,1,0,1,1,0,1,0
806,0,1,1.388,1.382,0.2,39.15173340000001,0,1,0,0,0,1,0,0,0,1
924,1,1,1.38,1.812,-0.8,30.946166989999938,0,0,0,0,0,1,0,1,0,0
145,2,1,2.2640000000000002,0.908,1.6,69.19055175000017,0,1,0,1,0,1,0,1,1,0
92,0,1,1.3880000000000001,0.796,0.0,-46.71423340000001,1,0,0,0,1,0,0,0,0,1
970,1,1,1.294,1.57,-1.2,-115.80297850999978,1,0,0,0,0,0,0,1,1,0
957,1,1,0.7380000000000001,1.284,-0.6,-79.32312012000011,0,0,0,0,0,1,1,0,0,0
211,0,1,3.1120000000000005,0.844,3.2,287.19921875,0,1,0,1,0,1,0,1,0,1
653,0,1,1.954,1.8559999999999999,0.6,290.4647216799999,0,0,0,1,0,0,0,1,0,1
707,0,1,1.33,2.162,-1.2,74.57946776999984,0,0,0,0,0,1,0,0,0,0
985,0,1,1.216,1.262,-0.4,-58.203125,0,1,0,0,0,0,0,0,0,1
890,1,1,1.006,1.612,0.6,-221.91345215,0,0,0,1,0,1,1,0,0,1
857,0,1,2.104,0.796,1.8,89.4892578099998,0,1,1,0,0,1,0,1,0,1
276,0,1,1.492,1.6760000000000002,-0.6,-249.82055663999995,1,0,0,0,1,0,1,0,1,0
986,1,1,1.252,1.202,-0.4,-310.22717285,0,0,0,0,0,0,0,1,0,1
330,0,1,2.006,1.2159999999999997,1.0,228.53625488000012,0,1,1,0,1,0,0,1,0,1
382,0,1,1.0639999999999998,1.7920000000000003,-1.0,29.837280269999837,1,0,0,0,0,0,0,1,0,0
1000,1,1,1.536,1.268,0.8,-277.19958496000004,0,1,0,0,0,1,0,1,0,1
434,1,1,1.782,0.5599999999999999,1.2,184.6015625,1,0,0,1,1,0,0,1,0,1
958,1,1,0.826,1.0379999999999998,-0.4,-80.74963378999996,0,0,0,1,1,0,0,0,0,0
212,1,1,2.83,1.154,3.2,341.61352538999995,0,1,0,1,0,1,0,1,0,1
925,2,1,1.4179999999999997,1.8679999999999999,-0.6,68.07202149,0,0,0,1,0,1,0,0,0,0
807,1,1,1.444,1.4460000000000002,0.0,56.552368160000015,0,0,0,1,0,0,0,1,0,1
146,1,1,2.154,1.122,1.0,-211.46948242000008,0,1,0,1,0,1,1,0,1,0
891,2,1,0.924,1.542,0.6,-222.08544921999987,0,1,0,1,1,0,0,1,0,0
41,1,1,0.9480000000000001,2.024,-1.2,-76.81237792999991,1,0,0,0,0,0,0,0,0,1
93,2,1,1.2920000000000003,0.95,0.2,111.94653320999987,0,0,1,0,0,0,0,1,0,1
971,2,1,1.212,1.3820000000000001,-1.6,-54.71069336000005,0,0,0,0,0,1,1,0,0,0
537,0,1,1.31,1.138,-0.2,-280.79406739,0,0,1,0,1,0,0,1,0,0
858,0,1,2.3899999999999997,0.8539999999999999,1.6,311.67663574999983,1,0,0,1,0,1,0,1,0,1
485,0,1,2.1919999999999997,1.446,1.0,314.1411132800001,0,1,0,1,1,0,1,0,0,1
